,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
173,2014-07-31,685632.6265183798,632045.1857598609,769212.8882029125,685632.6265183798,685632.6265183798
174,2015-05-31,691782.7402086066,637565.2871718765,772620.9911556859,691782.7402086066,691782.7402086066
175,2015-12-31,696112.0965563321,648207.8447663536,787111.5814495517,696112.0965563321,696112.0965563321
176,2016-05-31,699187.1534014455,656123.4309755675,787393.590987693,699187.1534014455,699187.1534014455
177,2016-06-01,699207.3840385844,668948.3611684258,809592.1131008161,699207.3840385844,699207.3840385844
178,2016-06-02,699227.6146757234,679634.7475822251,817967.8515574639,699227.6146757234,699227.6146757234
179,2016-06-03,699247.8453128623,687228.6302378124,827357.3156318121,699247.8453128623,699247.8453128623
180,2016-06-04,699268.0759500011,701324.2707677701,831212.4225187211,699268.0759500011,699268.0759500011
181,2016-06-05,699288.3065871401,710193.445430385,844218.2402648691,699288.3065871401,699288.3065871401
182,2016-06-06,699308.5372242789,711356.1985088179,845430.1425817853,699308.5372242789,699308.5372242789
183,2016-06-07,699328.7678614178,712227.0181457264,848257.9710659003,699328.7678614178,699328.7678614178
184,2016-06-08,699348.9984985568,715084.8584377975,850497.346653151,699348.9984985569,699348.9984985569
185,2016-06-09,699369.2291356957,712490.9773366257,840286.6251908907,699369.2291356957,699369.2291356957
186,2016-06-10,699389.4597728346,699033.3886603743,833589.5314565767,699389.4597728346,699389.4597728346
187,2016-06-11,699409.6904099735,693760.3932154344,826720.7885256051,699409.6904099735,699409.6904099735
188,2016-06-12,699429.9210471123,685138.8269731649,825833.8878533839,699429.9210471122,699429.9210471122
189,2016-06-13,699450.1516842513,678882.1414310532,806920.792750032,699450.1516842513,699450.1516842513
190,2016-06-14,699470.3823213902,658338.8257079264,788779.212023272,699470.3823213902,699470.3823213902
191,2016-06-15,699490.6129585291,640323.198685209,777874.6556521048,699490.6129585291,699490.6129585291
192,2016-06-16,699510.843595668,622544.9897259085,760070.3651723298,699510.843595668,699510.843595668
193,2016-06-17,699531.0742328069,609549.5663819873,744174.0213697646,699531.0742328069,699531.0742328069
194,2016-06-18,699551.3048699457,592117.4421874685,734122.381371303,699551.3048699457,699551.3048699457
195,2016-06-19,699571.5355070847,581178.5207443178,720239.9664653154,699571.5355070847,699571.5355070847
196,2016-06-20,699591.7661442236,566974.318787957,708335.8160270293,699591.7661442236,699591.7661442236
197,2016-06-21,699611.9967813626,558367.5091684085,693222.6041665009,699611.9967813625,699611.9967813625
198,2016-06-22,699632.2274185014,550501.0718107407,686693.3291395151,699632.2274185014,699632.2274185014
199,2016-06-23,699652.4580556403,543578.8404926101,684982.4787185675,699652.4580556403,699652.4580556403
200,2016-06-24,699672.6886927792,540285.6095236125,680210.5017092867,699672.6886927792,699672.6886927792
201,2016-06-25,699692.9193299181,549010.1919993481,688692.9465652268,699692.919329918,699692.919329918
202,2016-06-26,699713.149967057,554112.7434629184,691431.5354093757,699713.149967057,699713.149967057
203,2016-06-27,699733.380604196,568998.3986160709,707170.3359402523,699733.380604196,699733.380604196
204,2016-06-28,699753.6112413348,587668.0323019765,720807.643490006,699753.6112413348,699753.6112413348
205,2016-06-29,699773.8418784738,607223.3297126282,744587.6704944293,699773.8418784738,699773.8418784738
206,2016-06-30,699794.0725156126,633184.2688895131,769105.8105153447,699794.0725156126,699794.0725156126
207,2016-07-01,699814.3031527515,659878.5320229713,798126.3902978986,699814.3031527515,699814.3031527515
208,2016-07-02,699834.5337898905,690283.927759632,826447.9509217305,699834.5337898905,699834.5337898905
209,2016-07-03,699854.7644270294,728309.4365199989,864055.6676925725,699854.7644270294,699854.7644270294
210,2016-07-04,699874.9950641682,762071.0204703272,892062.0450098014,699874.9950641682,699874.9950641682
211,2016-07-05,699895.2257013072,795900.1033112325,937124.60976063,699895.2257013072,699895.2257013072
212,2016-07-06,699915.456338446,833945.9938756593,970312.5940448606,699915.456338446,699915.456338446
213,2016-07-07,699935.6869755851,874720.980896782,1011706.6457803015,699935.6869755851,699935.6869755851
214,2016-07-08,699955.9176127239,909776.5919584405,1043787.3137762242,699955.9176127239,699955.9176127239
215,2016-07-09,699976.1482498628,941830.0899131162,1080144.606215697,699976.1482498628,699976.1482498628
216,2016-07-10,699996.3788870017,977583.76103129,1112645.3377144234,699996.3788870017,699996.3788870017
217,2016-07-11,700016.6095241406,1006610.2874003481,1142104.5070285327,700016.6095241406,700016.6095241406
218,2016-07-12,700036.8401612794,1031723.034051638,1169545.862912429,700036.8401612794,700036.8401612794
219,2016-07-13,700057.0707984185,1049576.0009580695,1180772.0945126365,700057.0707984185,700057.0707984185
220,2016-07-14,700077.3014355573,1069799.444747161,1198719.5425687295,700077.3014355573,700077.3014355573
