,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
212,2014-06-30,702194.0376315755,592504.9991516923,787707.3687648419,702194.0376315755,702194.0376315755
213,2014-07-31,702425.7447938039,586860.9289636113,779609.1156749862,702425.7447938039,702425.7447938039
214,2014-08-31,702657.4519560325,611768.5896528851,794016.3766889337,702657.4519560325,702657.4519560325
215,2014-09-30,702881.6846936729,616023.279015762,808228.6496459853,702881.6846936729,702881.6846936729
216,2014-10-31,703113.3918559015,592092.0002627225,788908.8007990813,703113.3918559015,703113.3918559015
217,2014-11-30,703337.624593542,601424.3136648502,792683.7379570666,703337.624593542,703337.624593542
218,2014-12-31,703569.3317557705,619318.1201948442,806536.8697819556,703569.3317557705,703569.3317557705
219,2015-01-31,703801.0389179989,616920.4260277258,815052.3529215471,703801.0389179989,703801.0389179989
220,2015-02-28,704010.3228064635,616025.4407247417,813246.7267775073,704010.3228064635,704010.3228064635
221,2015-03-31,704242.0299686919,614424.0336538833,805589.361204751,704242.0299686919,704242.0299686919
222,2015-04-30,704466.2627063325,598776.6543585059,783842.5162633156,704466.2627063325,704466.2627063325
223,2015-05-31,704697.9698685609,624830.7685350403,811199.054660399,704697.9698685609,704697.9698685609
224,2015-06-30,704922.2026062014,600197.295174569,784483.3483387044,704922.2026062014,704922.2026062014
225,2015-07-31,705153.9097684299,593513.107665778,788670.7957623428,705153.9097684299,705153.9097684299
226,2015-08-31,705385.6169306585,600706.082799218,790263.7514918791,705385.6169306585,705385.6169306585
227,2015-09-30,705609.8496682988,616831.8957879088,809727.4503727573,705609.8496682988,705609.8496682988
228,2015-10-31,705841.5568305274,597870.7552218887,796063.153651561,705841.5568305274,705841.5568305274
229,2015-11-30,706065.7895681679,596115.6421174323,790197.2425389774,706065.7895681679,706065.7895681679
230,2015-12-31,706297.4967303964,624304.216866487,805067.7316799066,706297.4967303964,706297.4967303964
231,2016-01-31,706529.2038926249,621635.2924059897,810795.219646388,706529.2038926249,706529.2038926249
232,2016-02-29,706745.9622056774,614025.9759286987,799446.0248661719,706745.9622056774,706745.9622056774
233,2016-03-31,706977.6693679059,616783.7486123977,808064.7645477317,706977.6693679059,706977.6693679059
234,2016-04-30,707201.9021055464,627826.4338952627,815622.2041225544,707201.9021055464,707201.9021055464
235,2016-05-31,707433.6092677749,591856.9426035795,794443.5626228545,707433.6092677749,707433.6092677749
236,2016-06-30,707657.8420054155,603689.8883489962,799564.7757259615,707657.8420054155,707657.8420054155
237,2016-07-01,707665.3164300034,617183.1012425252,811883.8308550341,707665.3164300034,707665.3164300034
238,2016-07-02,707672.7908545914,632961.7968092957,815797.2640084752,707672.7908545914,707672.7908545914
239,2016-07-03,707680.2652791794,643009.2322399993,834043.7047975434,707680.2652791794,707680.2652791794
240,2016-07-04,707687.7397037675,645631.4439461859,837578.0291565411,707687.7397037675,707687.7397037675
241,2016-07-05,707695.2141283555,650769.6646000721,843063.8504920475,707695.2141283555,707695.2141283555
242,2016-07-06,707702.6885529435,661349.8186812248,853846.3306750335,707702.6885529435,707702.6885529435
243,2016-07-07,707710.1629775316,674329.9663555908,857855.7401056754,707710.1629775316,707710.1629775316
244,2016-07-08,707717.6374021196,674503.9368487361,860398.5618783658,707717.6374021196,707717.6374021196
245,2016-07-09,707725.1118267076,678824.9638099401,863346.6760556088,707725.1118267076,707725.1118267076
246,2016-07-10,707732.5862512955,671924.5406752797,870109.8044901468,707732.5862512955,707732.5862512955
247,2016-07-11,707740.0606758835,678409.6496145984,870401.628453287,707740.0606758835,707740.0606758835
248,2016-07-12,707747.5351004716,685613.8817038035,886458.874408565,707747.5351004716,707747.5351004716
249,2016-07-13,707755.0095250596,684549.9140783367,879021.0820914243,707755.0095250596,707755.0095250596
250,2016-07-14,707762.4839496476,685124.5239371201,877118.056715637,707762.4839496475,707762.4839496475
251,2016-07-15,707769.9583742357,683239.334144966,880383.2198288867,707769.9583742357,707769.9583742357
252,2016-07-16,707777.4327988237,673858.5331533428,874204.8846743332,707777.4327988237,707777.4327988237
253,2016-07-17,707784.9072234117,682893.7269770906,867704.191707985,707784.9072234117,707784.9072234117
254,2016-07-18,707792.3816479997,675637.7899183567,862437.0292676763,707792.3816479997,707792.3816479997
