,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
205,2014-06-30,982437.2822569956,911095.0362288079,1093702.0764973932,982437.2822569956,982437.2822569956
206,2014-07-31,986097.6837789892,907988.5747869029,1093803.0314573515,986097.6837789892,986097.6837789892
207,2014-09-30,993300.4093545255,918297.8447049946,1114186.3398567215,993300.4093545255,993300.4093545255
208,2014-11-30,1000503.1349300618,908591.4028987616,1092275.8437270462,1000503.1349300616,1000503.1349300616
209,2014-12-31,1004163.5364520557,901820.795590909,1089824.9856253983,1004163.5364520557,1004163.5364520557
210,2015-02-28,1011130.1070906892,970991.1619295615,1158439.083121493,1011130.1070906892,1011130.1070906892
211,2015-04-30,1018332.8326662255,954521.3013455436,1131310.5193895416,1018332.8326662255,1018332.8326662255
212,2015-06-30,1025535.5582417618,956138.5555880168,1139138.448732746,1025535.5582417618,1025535.5582417618
213,2015-07-31,1029195.9597637557,963310.2114668111,1145509.0973851332,1029195.9597637556,1029195.9597637556
214,2015-08-31,1032856.3612857497,978896.811652029,1169452.976206029,1032856.3612857497,1032856.3612857497
215,2015-10-31,1040059.086861286,952599.8414927071,1139197.9579743445,1040059.086861286,1040059.086861286
216,2015-11-30,1043601.4109148282,958043.6250536019,1139215.0989674632,1043601.4109148282,1043601.4109148282
217,2015-12-31,1047261.8124368222,918806.5099729248,1108513.1116788483,1047261.8124368222,1047261.8124368222
218,2016-01-31,1050922.2139588161,936557.681538697,1128605.2669530492,1050922.2139588161,1050922.2139588161
219,2016-03-31,1058006.862065901,972981.6339031565,1162062.3280191019,1058006.862065901,1058006.862065901
220,2016-04-30,1061549.1861194433,1013733.6043097473,1200013.937049401,1061549.1861194433,1061549.1861194433
221,2016-05-31,1065209.5876414373,1021047.2635706337,1201522.6598143938,1065209.5876414373,1065209.5876414373
222,2016-06-30,1068751.9116949795,995624.4184814676,1183720.3974679592,1068751.9116949795,1068751.9116949795
223,2016-07-01,1068869.9891634313,999959.3208249995,1193330.0759857332,1068869.9891634313,1068869.9891634313
224,2016-07-02,1068988.0666318825,1012941.0172147516,1204487.2987412033,1068988.0666318825,1068988.0666318825
225,2016-07-03,1069106.144100334,1042418.39735234,1239650.5178686436,1069106.144100334,1069106.144100334
226,2016-07-04,1069224.2215687854,1073047.618692155,1260333.8894025232,1069224.2215687854,1069224.2215687854
227,2016-07-05,1069342.2990372365,1103475.160219143,1300191.5330899507,1069342.2990372365,1069342.2990372365
228,2016-07-06,1069460.3765056883,1143696.6528253015,1336659.016329805,1069460.3765056883,1069460.3765056883
229,2016-07-07,1069578.4539741396,1185455.175749972,1375348.6759842944,1069578.4539741396,1069578.4539741396
230,2016-07-08,1069696.531442591,1238166.9644154406,1429912.0189321418,1069696.531442591,1069696.531442591
231,2016-07-09,1069814.6089110423,1272706.1254578766,1462635.0952091487,1069814.6089110423,1069814.6089110423
232,2016-07-10,1069932.686379494,1320493.072587545,1501696.8232528958,1069932.686379494,1069932.686379494
233,2016-07-11,1070050.7638479453,1353170.6302692993,1546114.9082704417,1070050.7638479453,1070050.7638479453
234,2016-07-12,1070168.8413163966,1387930.804987868,1572209.636026695,1070168.8413163966,1070168.8413163966
235,2016-07-13,1070286.9187848482,1416788.5311459927,1599296.1562393052,1070286.9187848482,1070286.9187848482
236,2016-07-14,1070404.9962532993,1441630.1475134043,1623681.5311737207,1070404.9962532993,1070404.9962532993
237,2016-07-15,1070523.073721751,1453764.3660602358,1640007.2586307023,1070523.073721751,1070523.073721751
238,2016-07-16,1070641.1511902025,1465774.8496908913,1649560.0378391761,1070641.1511902025,1070641.1511902025
239,2016-07-17,1070759.2286586538,1462289.28511042,1655104.223335424,1070759.2286586538,1070759.2286586538
240,2016-07-18,1070877.3061271051,1453769.6096782172,1640092.699497704,1070877.3061271051,1070877.3061271051
241,2016-07-19,1070995.3835955567,1437116.9243274967,1630358.028178597,1070995.3835955567,1070995.3835955567
242,2016-07-20,1071113.461064008,1409837.0820154638,1602624.8981135273,1071113.461064008,1071113.461064008
243,2016-07-21,1071231.5385324594,1383917.758231184,1575009.9019219358,1071231.5385324594,1071231.5385324594
