,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
70,2014-09-30,665599.395776055,612602.8366303286,849185.5571067875,665599.395776055,665599.395776055
71,2014-10-31,666844.0662695001,580695.2952214698,823072.5999041337,666844.0662695001,666844.0662695001
72,2014-11-30,668048.5861018663,621045.513149376,862124.0029540656,668048.5861018663,668048.5861018663
73,2015-01-31,670537.9270887563,624375.4606050401,877127.8308396041,670537.9270887563,670537.9270887563
74,2015-06-30,676560.5262505872,653465.3655654588,906496.0498932365,676560.5262505873,676560.5262505873
75,2015-07-31,677805.1967440322,687252.0390971443,944160.372031134,677805.1967440322,677805.1967440322
76,2015-08-01,677845.3474051111,581614.9947410936,832726.5048476316,677845.3474051112,677845.3474051112
77,2015-08-02,677885.4980661899,491430.02772236493,735622.5589907556,677885.4980661899,677885.4980661899
78,2015-08-03,677925.6487272688,399396.8513370687,646561.029366537,677925.6487272688,677925.6487272688
79,2015-08-04,677965.7993883477,307204.6247204609,556750.4130379085,677965.7993883477,677965.7993883477
80,2015-08-05,678005.9500494266,219056.337953821,468056.5226329855,678005.9500494266,678005.9500494266
81,2015-08-06,678046.1007105055,146356.45504780416,391250.91230796144,678046.1007105055,678046.1007105055
82,2015-08-07,678086.2513715843,88840.50488064953,335495.0492810841,678086.2513715843,678086.2513715843
83,2015-08-08,678126.4020326632,24882.709927516273,276153.3866903524,678126.4020326632,678126.4020326632
84,2015-08-09,678166.5526937421,-6219.162144892233,240845.47963823393,678166.5526937421,678166.5526937421
85,2015-08-10,678206.703354821,-55664.86226782436,199016.41078956515,678206.703354821,678206.703354821
86,2015-08-11,678246.8540158998,-79044.03316021581,175397.54300864233,678246.8540158998,678246.8540158998
87,2015-08-12,678287.0046769787,-89822.87201573112,153807.8897093627,678287.0046769787,678287.0046769787
88,2015-08-13,678327.1553380575,-104687.05739575186,149625.28422711516,678327.1553380575,678327.1553380575
89,2015-08-14,678367.3059991364,-100786.84477529793,149771.8126162208,678367.3059991364,678367.3059991364
90,2015-08-15,678407.4566602153,-97643.1125903434,152998.1675713281,678407.4566602153,678407.4566602153
91,2015-08-16,678447.6073212941,-76374.62371356347,168022.527369286,678447.6073212941,678447.6073212941
92,2015-08-17,678487.7579823731,-50721.78017887415,201749.98371563898,678487.7579823731,678487.7579823731
93,2015-08-18,678527.908643452,-27844.995142344327,233841.30879816413,678527.908643452,678527.908643452
94,2015-08-19,678568.0593045308,12076.478013812275,257471.05794761644,678568.0593045308,678568.0593045308
