Date,Value
1997-02-28,75.45
1997-03-31,77.23
1997-04-30,77.55
1997-05-31,75.01
1997-06-30,78.33
1997-07-31,79.33
1997-08-31,79.37
1997-09-30,81.89
1997-10-31,86.15
1997-11-30,86.55
1997-12-31,88.38
1998-01-31,83.59
1998-02-28,78.76
1998-03-31,73.71
1998-04-30,73.23
1998-05-31,73.69
1998-06-30,79.13
1998-07-31,82.26
1998-08-31,81.4
1998-09-30,82.67
1998-10-31,83.27
1998-11-30,83.87
1998-12-31,80.71
1999-01-31,66.36
1999-02-28,58.41
1999-03-31,55.13
1999-04-30,52.74
1999-05-31,50.01
1999-06-30,48.68
1999-07-31,46.77
1999-08-31,51.16
1999-09-30,51.45
1999-10-31,47.64
1999-11-30,41.11
1999-12-31,43.23
2000-01-31,84.14
2000-02-29,87.49
2000-03-31,85.74
2000-04-30,86.06
2000-05-31,84.45
2000-06-30,87.04
2000-07-31,86.64
2000-08-31,86.52
2000-09-30,84.75
2000-10-31,85.57
2000-11-30,88.2
2000-12-31,86.56
2001-01-31,75.23
2001-02-28,55.32
2001-03-31,49.55
2001-04-30,49.72
2001-05-31,50.75
2001-06-30,43.34
2001-07-31,37.22
2001-08-31,34.71
2001-09-30,33.09
2001-10-31,31.49
2001-11-30,28.0
2001-12-31,23.3
2002-01-31,24.67
2002-02-28,29.72
2002-03-31,31.17
2002-04-30,33.55
2002-05-31,37.47
2002-06-30,53.72
2002-07-31,69.61
2002-08-31,88.57
2002-09-30,89.83
2002-10-31,89.17
2002-11-30,88.4
2002-12-31,89.06
2003-01-31,88.79
2003-02-28,89.14
2003-03-31,89.16
2003-04-30,88.76
2003-05-31,88.05
2003-06-30,88.01
2003-07-31,88.73
2003-08-31,89.0
2003-09-30,90.82
2003-10-31,91.19
2003-11-30,92.91
2003-12-31,93.11
2004-01-31,94.95
2004-02-29,97.09
2004-03-31,97.52
2004-04-30,98.52
2004-05-31,98.76
2004-06-30,98.76
2004-07-31,98.51
2004-08-31,98.17
2004-09-30,97.25
2004-10-31,96.93
2004-11-30,96.23
2004-12-31,96.27
2005-01-31,95.43
2005-02-28,94.69
2005-03-31,93.19
2005-04-30,92.65
2005-05-31,92.24
2005-06-30,92.57
2005-07-31,94.01
2005-08-31,95.06
2005-09-30,95.44
2005-10-31,85.38
2005-11-30,85.7
2005-12-31,85.86
2006-01-31,85.83
2006-02-28,85.28
2006-03-31,83.87
2006-04-30,83.01
2006-05-31,82.43
2006-06-30,81.13
2006-07-31,81.49
2006-08-31,80.94
2006-09-30,81.25
2006-10-31,76.85
2006-11-30,70.18
2006-12-31,66.03
2007-01-31,64.35
2007-02-28,67.67
2007-03-31,65.44
2007-04-30,65.61
2007-05-31,64.28
2007-06-30,60.16
2007-07-31,43.79
2007-08-31,37.86
2007-09-30,36.37
2007-10-31,38.02
2007-11-30,42.45
2007-12-31,44.15
2008-01-31,47.93
2008-02-29,44.88
2008-03-31,41.79
2008-04-30,35.28
2008-05-31,31.26
2008-06-30,27.26
2008-07-31,31.59
2008-08-31,30.66
2008-09-30,30.29
2008-10-31,23.97
2008-11-30,22.0
2008-12-31,20.2
2009-01-31,23.38
2009-02-28,22.04
2009-03-31,22.29
2009-04-30,22.11
2009-05-31,21.03
2009-06-30,19.8
2009-07-31,19.61
2009-08-31,19.8
2009-09-30,19.32
2009-10-31,20.82
2009-11-30,22.36
2009-12-31,24.76
2010-01-31,24.14
2010-02-28,26.9
2010-03-31,30.21
2010-04-30,33.47
2010-05-31,33.78
2010-06-30,36.33
2010-07-31,36.31
2010-08-31,32.79
2010-09-30,38.06
2010-10-31,39.1
2010-11-30,40.05
2010-12-31,37.94
2011-01-31,32.58
2011-02-28,28.82
2011-03-31,27.87
2011-04-30,30.17
2011-05-31,31.03
2011-06-30,31.92
2011-07-31,36.62
2011-08-31,39.93
2011-09-30,38.66
2011-10-31,37.76
2011-11-30,36.71
2011-12-31,37.4
2012-01-31,40.15
2012-02-29,44.76
2012-03-31,47.25
2012-04-30,57.24
2012-05-31,66.96
2012-06-30,72.3
2012-07-31,74.94
2012-08-31,77.99
2012-09-30,80.52
2012-10-31,82.83
2012-11-30,84.36
2012-12-31,86.41
2013-01-31,87.21
2013-02-28,88.58
2013-03-31,90.74
2013-04-30,92.05
2013-05-31,92.94
2013-06-30,94.33
2013-07-31,95.2
2013-08-31,95.21
2013-09-30,93.18
2013-10-31,93.05
2013-11-30,92.27
2013-12-31,92.42
2014-01-31,91.59
2014-02-28,89.73
2014-03-31,87.99
2014-04-30,91.08
2014-05-31,88.3
2014-06-30,85.27
2014-07-31,80.66
2014-08-31,77.05
2014-09-30,76.21
2014-10-31,75.38
2014-11-30,77.33
2014-12-31,77.11
2015-01-31,76.24
2015-02-28,80.79
2015-03-31,84.27
2015-04-30,87.97
2015-05-31,88.99
2015-06-30,89.84
2015-07-31,87.83
2015-08-31,87.33
2015-09-30,83.79
2015-10-31,76.48
2015-11-30,69.69
2015-12-31,68.9
2016-01-31,69.87
2016-02-29,65.53
2016-03-31,65.07
2016-04-30,66.48
2016-05-31,84.16
