,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
173,2014-07-31,236624.42862471475,152486.51142803277,317675.76246393163,236624.42862471475,236624.42862471475
174,2015-05-31,234616.49843704424,154128.97212807168,318093.5302929641,234616.49843704424,234616.49843704424
175,2015-07-31,234213.59139280772,146747.44152021277,316950.3352746657,234213.59139280772,234213.59139280772
176,2015-08-31,234008.83535393345,147882.85246541473,317239.80176527164,234008.83535393345,234008.83535393345
177,2015-09-30,233810.68434857123,141346.1305685625,314313.20475969085,233810.68434857123,233810.68434857123
178,2015-10-31,233605.9283096969,164554.87200876742,325411.02986153646,233605.9283096969,233605.9283096969
179,2015-12-31,233203.0212654604,161199.91266857664,326259.46479875414,233203.0212654604,233203.0212654604
180,2016-03-31,232601.96321586167,165772.3908061343,324666.21360971476,232601.96321586167,232601.96321586167
181,2016-04-30,232403.81221049945,147107.68036775631,313143.5584306432,232403.81221049945,232403.81221049945
182,2016-05-31,232199.05617162512,148575.32267125082,314683.6853191443,232199.05617162512,232199.05617162512
183,2016-06-30,232000.90516626294,147775.4625697685,317597.70647482725,232000.90516626294,232000.90516626294
184,2016-07-01,231994.30013275085,149879.83944897825,319461.63545979257,231994.30013275085,231994.30013275085
185,2016-07-02,231987.6950992388,147051.5306907863,320151.537440764,231987.6950992388,231987.6950992388
186,2016-07-03,231981.09006572675,155759.48700859962,324522.5210657239,231981.09006572675,231981.09006572675
187,2016-07-04,231974.48503221464,155785.46219950693,316948.1995166042,231974.48503221464,231974.48503221464
188,2016-07-05,231967.87999870256,149055.50474339625,315550.86125344614,231967.87999870256,231967.87999870256
189,2016-07-06,231961.2749651905,145218.38108654763,314039.4736427833,231961.2749651905,231961.2749651905
190,2016-07-07,231954.66993167842,148884.38750789972,315494.86371408694,231954.66993167842,231954.66993167842
191,2016-07-08,231948.06489816637,147075.5691326011,317397.8150112949,231948.06489816637,231948.06489816637
192,2016-07-09,231941.45986465426,146718.697582171,325001.4710102001,231941.45986465423,231941.45986465423
193,2016-07-10,231934.85483114218,151673.6210985059,321572.9651958076,231934.85483114218,231934.85483114218
194,2016-07-11,231928.24979763012,149046.9888603126,317942.08332707116,231928.24979763012,231928.24979763012
195,2016-07-12,231921.64476411807,150727.05194010408,320485.7153961835,231921.64476411807,231921.64476411807
196,2016-07-13,231915.039730606,160256.11344753194,325128.0625481428,231915.039730606,231915.039730606
197,2016-07-14,231908.43469709388,150873.6581552606,320555.4357119461,231908.43469709388,231908.43469709388
198,2016-07-15,231901.82966358183,153319.08375123556,323116.8841217208,231901.82966358186,231901.82966358186
199,2016-07-16,231895.22463006974,154296.37615372177,326862.88962241815,231895.22463006974,231895.22463006974
200,2016-07-17,231888.6195965577,159965.9928397963,328345.0721173045,231888.6195965577,231888.6195965577
201,2016-07-18,231882.01456304564,154269.17485299608,328263.07519433013,231882.01456304564,231882.01456304564
