,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
207,2014-06-30,836810.785525114,679173.0730087762,962193.1244044938,836810.785525114,836810.785525114
208,2014-07-31,838401.4023609908,720957.0267252673,999445.6229180043,838401.4023609908,838401.4023609908
209,2014-08-31,839992.0191968674,740729.1152768736,1010540.0528160578,839992.0191968674,839992.0191968674
210,2014-09-30,841531.3258122319,706118.3919309169,985007.1716968225,841531.3258122319,841531.3258122319
211,2014-11-30,844661.2492634731,713580.3268334721,989899.8116200125,844661.2492634731,844661.2492634731
212,2014-12-31,846251.8660993498,728826.6844220826,1004218.2439829817,846251.8660993498,846251.8660993498
213,2015-02-28,849279.1691095665,753832.2216007691,1019480.9660072023,849279.1691095665,849279.1691095665
214,2015-03-31,850869.7859454432,701352.3327511246,990126.6131823382,850869.7859454432,850869.7859454432
215,2015-04-30,852409.0925608078,683660.3982478026,958974.8031672853,852409.0925608078,852409.0925608078
216,2015-05-31,853999.7093966845,690833.1847763069,963908.4128751444,853999.7093966845,853999.7093966845
217,2015-06-30,855539.0160120489,699467.4563669803,979025.9165176182,855539.0160120489,855539.0160120489
218,2015-07-31,857129.6328479256,743705.229572471,1026154.4529366647,857129.6328479256,857129.6328479256
219,2015-08-31,858720.2496838022,751414.002908435,1032062.2474374005,858720.2496838022,858720.2496838022
220,2015-09-30,860259.5562991668,730253.5658566786,1001518.8538742771,860259.5562991668,860259.5562991668
221,2015-10-31,861850.1731350434,718013.0664942819,996528.1374105462,861850.1731350434,861850.1731350434
222,2015-12-31,864980.0965862845,745164.8846833119,1018985.7274064409,864980.0965862845,864980.0965862845
223,2016-02-29,868058.7098170137,742215.7391448905,1033085.4729240496,868058.7098170137,868058.7098170137
224,2016-03-31,869649.3266528902,714358.4514299511,986300.490331266,869649.3266528902,869649.3266528902
225,2016-04-30,871188.6332682548,719680.5015897333,996193.1428270959,871188.6332682548,871188.6332682548
226,2016-05-31,872779.2501041313,710515.1328366149,994641.1729276406,872779.2501041313,872779.2501041313
227,2016-06-30,874318.5567194959,721264.7542321272,987066.974532908,874318.5567194959,874318.5567194959
228,2016-07-01,874369.8669400081,714432.5944998738,990701.5806899867,874369.8669400081,874369.8669400081
229,2016-07-02,874421.1771605201,708724.2691248314,999653.0970474723,874421.1771605201,874421.1771605201
230,2016-07-03,874472.4873810324,716545.810769317,992605.1134329105,874472.4873810324,874472.4873810324
231,2016-07-04,874523.7976015445,715582.0084121631,999072.6621935559,874523.7976015445,874523.7976015445
232,2016-07-05,874575.1078220566,722023.6856021291,1009886.483534411,874575.1078220566,874575.1078220566
233,2016-07-06,874626.418042569,726203.8045410435,1014121.6839900619,874626.418042569,874626.418042569
234,2016-07-07,874677.728263081,724567.2063263191,1020020.3764933407,874677.728263081,874677.728263081
235,2016-07-08,874729.0384835931,733958.7941769813,1012655.2504788144,874729.0384835931,874729.0384835931
236,2016-07-09,874780.3487041054,724233.9667215699,1018431.3862048418,874780.3487041052,874780.3487041052
237,2016-07-10,874831.6589246173,758066.091293761,1037952.075014143,874831.6589246173,874831.6589246173
238,2016-07-11,874882.9691451297,752295.1358476565,1030504.519517371,874882.9691451297,874882.9691451297
239,2016-07-12,874934.2793656418,753250.9350024072,1032274.4166618212,874934.2793656418,874934.2793656418
240,2016-07-13,874985.5895861539,754548.0244184302,1049692.8123605,874985.5895861539,874985.5895861539
241,2016-07-14,875036.8998066661,767226.5463879927,1033962.9411659695,875036.8998066661,875036.8998066661
242,2016-07-15,875088.2100271782,770522.7165861978,1036749.1860480504,875088.2100271782,875088.2100271782
243,2016-07-16,875139.5202476904,762798.4676456724,1065330.1919542216,875139.5202476904,875139.5202476904
244,2016-07-17,875190.8304682025,762770.9610824035,1058253.1547716246,875190.8304682025,875190.8304682025
245,2016-07-18,875242.1406887146,767947.4753141253,1055241.1583595895,875242.1406887146,875242.1406887146
246,2016-07-19,875293.4509092268,768771.3939612039,1045127.0069689889,875293.4509092268,875293.4509092268
247,2016-07-20,875344.7611297389,760338.8392952052,1052740.1814407143,875344.7611297389,875344.7611297389
248,2016-07-21,875396.0713502511,765647.5224223613,1046384.3446647084,875396.0713502511,875396.0713502511
249,2016-07-22,875447.3815707632,771190.0045720472,1055263.9419706024,875447.3815707632,875447.3815707632
250,2016-07-23,875498.6917912753,762442.6240282102,1055938.8537111701,875498.6917912753,875498.6917912753
251,2016-07-24,875550.0020117875,767189.33475362,1043222.5231788987,875550.0020117875,875550.0020117875
252,2016-07-25,875601.3122322996,765427.3654087675,1054562.2374483556,875601.3122322996,875601.3122322996
253,2016-07-26,875652.6224528118,776858.4962354987,1042349.2854506974,875652.6224528118,875652.6224528118
254,2016-07-27,875703.932673324,773214.6846874094,1042606.8118391979,875703.9326733239,875703.9326733239
255,2016-07-28,875755.2428938361,759299.1373497028,1042939.9471451535,875755.242893836,875755.242893836
256,2016-07-29,875806.5531143482,758415.4585235376,1048644.038314379,875806.5531143481,875806.5531143481
257,2016-07-30,875857.8633348605,761804.689523731,1046956.3038556953,875857.8633348605,875857.8633348605
258,2016-07-31,875909.1735553725,760902.3804115817,1042253.6435184979,875909.1735553725,875909.1735553725
259,2016-08-01,875960.4837758847,766142.0619572402,1045179.5347411392,875960.4837758847,875960.4837758847
260,2016-08-02,876011.7939963969,759926.6047959309,1034725.5020586391,876011.7939963969,876011.7939963969
261,2016-08-03,876063.1042169089,758767.0954051156,1041659.0754800008,876063.1042169089,876063.1042169089
262,2016-08-04,876114.4144374212,761448.0592827441,1032354.3022161952,876114.4144374212,876114.4144374212
263,2016-08-05,876165.7246579333,762290.4651932131,1054783.7783681722,876165.7246579333,876165.7246579333
264,2016-08-06,876217.0348784454,772416.1759297862,1047850.3124740309,876217.0348784454,876217.0348784454
265,2016-08-07,876268.3450989578,766197.1651125058,1046862.4925698343,876268.3450989578,876268.3450989578
266,2016-08-08,876319.6553194699,767906.2859140686,1049291.765397132,876319.6553194699,876319.6553194699
267,2016-08-09,876370.965539982,775454.0985311996,1054119.6670030106,876370.965539982,876370.965539982
268,2016-08-10,876422.2757604942,769132.6853081754,1053116.2215544032,876422.2757604942,876422.2757604942
269,2016-08-11,876473.5859810062,776534.3974701558,1047322.4954329779,876473.5859810062,876473.5859810062
270,2016-08-12,876524.8962015185,764552.9767079756,1044186.9358964575,876524.8962015186,876524.8962015186
271,2016-08-13,876576.2064220306,756803.9334500586,1049159.7050015097,876576.2064220305,876576.2064220305
272,2016-08-14,876627.5166425427,764398.7727154734,1039730.5930586769,876627.5166425426,876627.5166425426
273,2016-08-15,876678.8268630549,762983.250753657,1044888.7954608971,876678.8268630549,876678.8268630549
274,2016-08-16,876730.137083567,755244.593173068,1040153.9422575335,876730.137083567,876730.137083567
275,2016-08-17,876781.4473040792,766085.4986974796,1034554.3954541729,876781.4473040792,876781.4473040792
276,2016-08-18,876832.7575245913,751129.7965984843,1040878.8385258409,876832.7575245913,876832.7575245913
277,2016-08-19,876884.0677451034,745278.960395799,1023020.1165200799,876884.0677451034,876884.0677451034
278,2016-08-20,876935.3779656156,742241.224868796,1035547.9963042776,876935.3779656156,876935.3779656156
