,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
125,2016-04-30,514015.53550909006,477367.45181824337,525123.7120367719,514015.53550909006,514015.53550909006
126,2016-05-31,513672.0676049634,476759.63032628375,521996.9808046255,513672.0676049634,513672.0676049634
127,2016-06-30,513339.6793106472,482798.98143908306,530912.9807825731,513339.6793106472,513339.6793106472
128,2016-07-01,513328.59970083664,491189.09109979076,538788.4900165002,513328.59970083664,513328.59970083664
129,2016-07-02,513317.52009102615,500816.19581034605,547920.7495582523,513317.52009102615,513317.52009102615
130,2016-07-03,513306.4404812156,509135.6577471919,557834.796670532,513306.4404812156,513306.4404812156
131,2016-07-04,513295.36087140505,518857.29862605565,566183.8983563473,513295.36087140505,513295.36087140505
132,2016-07-05,513284.28126159456,528055.4107960487,576148.0962033117,513284.28126159456,513284.28126159456
133,2016-07-06,513273.20165178395,534799.0610356367,583797.1114089756,513273.20165178395,513273.20165178395
134,2016-07-07,513262.12204197346,543435.8538493733,592419.7836634284,513262.12204197346,513262.12204197346
135,2016-07-08,513251.0424321629,551785.6162539981,600320.5582460087,513251.0424321629,513251.0424321629
136,2016-07-09,513239.96282235236,559587.3070949015,608306.1510338628,513239.96282235236,513239.96282235236
137,2016-07-10,513228.8832125418,565642.7257807254,614259.2671262545,513228.8832125418,513228.8832125418
138,2016-07-11,513217.8036027313,571574.0609510139,619589.2472014019,513217.8036027313,513217.8036027313
139,2016-07-12,513206.7239929207,578635.6125654344,624187.3340185904,513206.7239929207,513206.7239929207
140,2016-07-13,513195.6443831102,582223.2953291783,629661.2489167807,513195.6443831102,513195.6443831102
141,2016-07-14,513184.56477329973,585135.1184529121,634546.5683936413,513184.56477329973,513184.56477329973
142,2016-07-15,513173.4851634891,586472.9288743936,634398.1333878278,513173.4851634891,513173.4851634891
143,2016-07-16,513162.4055536786,588999.3185034777,634473.0682654865,513162.4055536786,513162.4055536786
144,2016-07-17,513151.325943868,586472.6586758395,632763.631530685,513151.325943868,513151.325943868
145,2016-07-18,513140.24633405753,583363.7036873866,631001.76970134,513140.24633405753,513140.24633405753
146,2016-07-19,513129.166724247,581397.6523491401,630134.1218878343,513129.166724247,513129.166724247
147,2016-07-20,513118.08711443644,575866.9922365282,626117.2610746685,513118.08711443644,513118.08711443644
148,2016-07-21,513107.00750462594,570764.2517342102,619986.2608491544,513107.00750462594,513107.00750462594
149,2016-07-22,513095.9278948154,564036.3109522439,611936.424396265,513095.9278948154,513095.9278948154
150,2016-07-23,513084.8482850048,556364.2305670062,605819.975039368,513084.8482850048,513084.8482850048
151,2016-07-24,513073.7686751943,549695.8711497842,597361.4187311413,513073.7686751943,513073.7686751943
152,2016-07-25,513062.6890653838,538072.0027812967,587069.6763001212,513062.68906538375,513062.68906538375
153,2016-07-26,513051.6094555732,528103.8263585886,576339.6043175901,513051.6094555732,513051.6094555732
154,2016-07-27,513040.52984576265,518296.1563828827,567102.286083978,513040.52984576265,513040.52984576265
155,2016-07-28,513029.4502359521,508965.55993469374,558026.2431719534,513029.4502359521,513029.4502359521
156,2016-07-29,513018.3706261416,499803.4527785942,545970.4413928371,513018.37062614167,513018.37062614167
157,2016-07-30,513007.29101633106,490498.3904732366,538939.3505244186,513007.29101633106,513007.29101633106
158,2016-07-31,512996.2114065205,481562.67139515735,530328.4166698764,512996.21140652057,512996.21140652057
159,2016-08-01,512985.13179670996,473422.22600499797,522925.06976174744,512985.13179670996,512985.13179670996
160,2016-08-02,512974.05218689947,467496.43358386273,516361.0220356853,512974.05218689947,512974.05218689947
161,2016-08-03,512962.97257708886,462472.2154003087,509328.63014255697,512962.97257708886,512962.97257708886
162,2016-08-04,512951.89296727837,456453.1152452264,505377.8156859194,512951.89296727837,512951.89296727837
163,2016-08-05,512940.8133574679,454198.33270639565,502527.60449328733,512940.8133574679,512940.8133574679
164,2016-08-06,512929.7337476573,452634.8702687212,500986.745007527,512929.7337476573,512929.7337476573
165,2016-08-07,512918.6541378467,452696.9141092343,503119.6895685905,512918.6541378467,512918.6541378467
166,2016-08-08,512907.5745280362,455954.8703908777,503140.2318719403,512907.5745280362,512907.5745280362
167,2016-08-09,512896.4949182257,459745.0035619441,506806.6097211668,512896.4949182257,512896.4949182257
168,2016-08-10,512885.41530841513,461075.80404187256,510404.71828118915,512885.41530841513,512885.41530841513
169,2016-08-11,512874.3356986046,469264.35090508335,514056.60787693463,512874.3356986046,512874.3356986046
170,2016-08-12,512863.25608879403,475941.6916833758,523151.5951265666,512863.25608879403,512863.25608879403
171,2016-08-13,512852.17647898354,483661.9669579279,530833.3782634246,512852.17647898354,512852.17647898354
172,2016-08-14,512841.09686917294,490468.1657524656,539559.791655944,512841.09686917294,512841.09686917294
173,2016-08-15,512830.01725936244,499325.29697123263,548898.763877573,512830.01725936244,512830.01725936244
174,2016-08-16,512818.9376495519,507413.9355504139,556495.377894866,512818.9376495519,512818.9376495519
175,2016-08-17,512807.85803974135,515364.9758744206,565903.6940163528,512807.85803974135,512807.85803974135
176,2016-08-18,512796.7784299308,526393.7526845045,570915.9041223954,512796.7784299308,512796.7784299308
177,2016-08-19,512785.6988201203,529740.4072513095,576011.8070093375,512785.6988201203,512785.6988201203
178,2016-08-20,512774.61921030976,535971.008000277,583699.0160179506,512774.61921030976,512774.61921030976
179,2016-08-21,512763.5396004992,541306.8213922732,586432.8028421014,512763.5396004992,512763.5396004992
180,2016-08-22,512752.4599906887,543580.6351904654,590535.6618923376,512752.4599906887,512752.4599906887
181,2016-08-23,512741.3803808781,544896.2948014664,593131.1439384307,512741.3803808781,512741.3803808781
182,2016-08-24,512730.3007710676,542572.6285047558,591782.4641773587,512730.3007710676,512730.3007710676
183,2016-08-25,512719.221161257,541124.6839339796,589369.6157532659,512719.221161257,512719.221161257
184,2016-08-26,512708.1415514465,535125.4978632783,582882.8000974406,512708.1415514465,512708.1415514465
185,2016-08-27,512697.061941636,528030.2507962964,576002.5299642086,512697.061941636,512697.061941636
186,2016-08-28,512685.9823318254,519906.6483060014,568084.2489429598,512685.9823318254,512685.9823318254
187,2016-08-29,512674.9027220149,509325.1180221054,557523.4497961497,512674.9027220149,512674.9027220149
188,2016-08-30,512663.8231122044,495029.5886370106,544669.3353875924,512663.8231122044,512663.8231122044
189,2016-08-31,512652.74350239383,482358.4493526064,529577.558535152,512652.74350239383,512652.74350239383
190,2016-09-01,512641.6638925833,468181.8907953822,514228.9762544002,512641.6638925833,512641.6638925833
191,2016-09-02,512630.5842827727,450429.8044663134,500274.3588281818,512630.5842827727,512630.5842827727
