,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
27,2014-06-30,523432.87327324325,556062.3682133713,649472.1439354336,523432.87327324325,523432.87327324325
28,2014-08-31,532695.5427385502,524615.1467800995,622502.1538586611,532695.5427385502,532695.5427385502
29,2014-09-01,532844.940633152,435267.70850956405,527693.0782880159,532844.940633152,532844.940633152
30,2014-09-02,532994.3385277537,356785.180798935,452370.4242836493,532994.3385277537,532994.3385277537
31,2014-09-03,533143.7364223554,301156.9189805807,390928.90675045014,533143.7364223554,533143.7364223554
32,2014-09-04,533293.1343169572,251964.11233841037,345253.30652926065,533293.1343169572,533293.1343169572
33,2014-09-05,533442.532211559,219772.68082729378,313383.54300887353,533442.532211559,533442.532211559
34,2014-09-06,533591.9301061607,197288.67485735146,290733.57494573446,533591.9301061607,533591.9301061607
35,2014-09-07,533741.3280007624,187963.29656585227,281612.9590635885,533741.3280007624,533741.3280007624
36,2014-09-08,533890.7258953641,192627.43001317748,287177.3287978213,533890.7258953641,533890.7258953641
37,2014-09-09,534040.1237899659,193300.8808407186,289248.5891053002,534040.1237899659,534040.1237899659
38,2014-09-10,534189.5216845676,209132.54995139074,299233.5035648241,534189.5216845676,534189.5216845676
39,2014-09-11,534338.9195791694,222846.6737936334,316640.55261201784,534338.9195791694,534338.9195791694
40,2014-09-12,534488.317473771,240172.4839201512,334679.2695645132,534488.317473771,534488.317473771
41,2014-09-13,534637.7153683727,261254.5385280873,350328.7042023252,534637.7153683727,534637.7153683727
42,2014-09-14,534787.1132629745,276731.23153165955,372351.123103857,534787.1132629745,534787.1132629745
43,2014-09-15,534936.5111575762,293791.8480934085,388577.9195919004,534936.5111575762,534936.5111575762
44,2014-09-16,535085.9090521779,305930.7676894408,403344.14955249964,535085.9090521779,535085.9090521779
45,2014-09-17,535235.3069467797,322571.6479560076,412683.9943323849,535235.3069467797,535235.3069467797
46,2014-09-18,535384.7048413814,331756.2891787863,427237.1350032808,535384.7048413814,535384.7048413814
47,2014-09-19,535534.1027359832,333984.27683589194,432892.0292466476,535534.1027359832,535534.1027359832
48,2014-09-20,535683.5006305848,338755.8180467273,435678.3722245794,535683.5006305848,535683.5006305848
49,2014-09-21,535832.8985251865,345916.7980649307,437083.1473854837,535832.8985251865,535832.8985251865
50,2014-09-22,535982.2964197883,350118.25142668956,443220.4857932308,535982.2964197883,535982.2964197883
51,2014-09-23,536131.69431439,352719.8646126915,449348.68724593567,536131.69431439,536131.69431439
52,2014-09-24,536281.0922089918,356427.0982606063,453385.01346243086,536281.0922089918,536281.0922089918
53,2014-09-25,536430.4901035934,367313.14212150266,461644.2344686907,536430.4901035934,536430.4901035934
54,2014-09-26,536579.8879981951,382767.7250940864,474067.62638087745,536579.8879981951,536579.8879981951
55,2014-09-27,536729.2858927968,401249.81759995455,494170.1489209117,536729.2858927968,536729.2858927968
56,2014-09-28,536878.6837873986,427428.8698430423,520699.1380498933,536878.6837873986,536878.6837873986
57,2014-09-29,537028.0816820004,460690.7024767516,556074.8585866173,537028.0816820004,537028.0816820004
58,2014-09-30,537177.4795766021,503961.7727244947,597377.3690942856,537177.4795766021,537177.4795766021
59,2014-10-01,537326.8774712038,550420.762404077,647321.3891526911,537326.8774712038,537328.8853420815
60,2014-10-02,537476.2753658055,613667.4408293104,703473.0054267673,537476.2753658055,537479.3978869417
61,2014-10-03,537625.6732604073,675892.5745662152,770638.0403841236,537625.6732604073,537631.1941168854
62,2014-10-04,537775.071155009,756300.5790841756,845440.3202837595,537775.071155009,537782.5671362333
63,2014-10-05,537924.4690496107,839625.4833292852,934440.813147446,537924.4690496107,537934.6646698925
64,2014-10-06,538073.8669442125,920564.2200032464,1022695.2156101329,538073.8669442125,538085.8844053475
65,2014-10-07,538223.2648388142,1019113.9457932519,1117060.1154312752,538223.2648388142,538236.323879523
66,2014-10-08,538372.662733416,1118598.6530951804,1213070.088364849,538372.662733416,538387.4555727321
67,2014-10-09,538522.0606280176,1213064.4105458513,1311352.774577896,538520.1334404938,538538.2098195322
68,2014-10-10,538671.4585226193,1309616.0217739965,1405621.0707918222,538665.8717884243,538689.9114637848
69,2014-10-11,538820.8564172211,1405204.5494799584,1500253.30267656,538809.8469045471,538843.8742385461
70,2014-10-12,538970.2543118228,1494624.6543616313,1588783.5987427959,538958.5178966111,538995.8069712201
71,2014-10-13,539119.6522064246,1577649.268126746,1666671.8561437572,539106.5157686427,539147.0553460266
72,2014-10-14,539269.0501010263,1645921.6940070996,1742742.6057807808,539251.1990806569,539302.2049723972
73,2014-10-15,539418.447995628,1707910.9778614056,1802237.472275496,539398.1574217933,539453.8664703042
74,2014-10-16,539567.8458902298,1751442.0106397273,1847315.5460097485,539544.1967169293,539605.5528024103
75,2014-10-17,539717.2437848315,1781772.7407784953,1874339.7803232132,539692.4568371272,539757.1119498678
76,2014-10-18,539866.6416794332,1795281.8762679081,1886955.4777254171,539837.8863980498,539908.1512118706
77,2014-10-19,540016.0395740349,1792321.3357531652,1883798.5324530583,539983.1419286655,540059.1904738736
78,2014-10-20,540165.4374686367,1766129.4820319396,1861620.3479501298,540126.5604511348,540210.5173153175
79,2014-10-21,540314.8353632385,1726376.2176755278,1817015.3720329348,540272.7811591122,540364.3501705423
80,2014-10-22,540464.2332578402,1668225.5324639333,1759917.9811847887,540421.2678486201,540516.5030300899
81,2014-10-23,540613.6311524418,1590455.4066693885,1682547.6346879562,540566.3570159094,540669.0571866083
82,2014-10-24,540763.0290470435,1498078.6340076735,1591076.0452569537,540714.2007807115,540825.8958491969
83,2014-10-25,540912.4269416453,1387781.1586403404,1482714.2727715345,540862.3823369397,540981.794706541
84,2014-10-26,541061.824836247,1259241.1406393934,1361098.3399950152,541009.4364548145,541133.1835531584
85,2014-10-27,541211.2227308488,1131870.372301571,1232141.885317859,541148.7024977991,541291.6691543419
86,2014-10-28,541360.6206254505,994301.2201709826,1090059.718861999,541294.9823971732,541445.9239917706
87,2014-10-29,541510.0185200522,852216.822911001,942979.669155344,541445.143120979,541597.4791742675
88,2014-10-30,541659.4164146539,697850.8696191497,796236.6874548718,541592.7784851771,541760.4750625844
89,2014-10-31,541808.8143092556,551198.7484749419,643317.2554730073,541738.821556011,541914.08384422
90,2014-11-01,541958.2122038574,402274.59775920305,501225.63026415254,541877.8366992264,542066.3244470513
91,2014-11-02,542107.6100984591,263592.85420056974,356266.6540168165,542021.4411194463,542220.188270223
92,2014-11-03,542257.0079930607,130146.67876300003,226214.0616566759,542166.30162642,542378.223310411
93,2014-11-04,542406.4058876625,9051.77969876019,104357.6671936549,542308.5592225739,542543.1699991768
94,2014-11-05,542555.8037822642,-104054.6029335218,-8076.7091221762,542453.2171611458,542698.1510168795
95,2014-11-06,542705.2016768659,-196818.94938682712,-103794.25024231384,542601.4212606159,542852.0529896657
96,2014-11-07,542854.5995714677,-281531.94640391035,-187768.09854506372,542746.0661627599,543000.4936530199
97,2014-11-08,543003.9974660694,-347031.6407281306,-252038.78580250603,542888.613123743,543156.5633318927
98,2014-11-09,543153.3953606712,-395641.8080329578,-301244.80576235807,543031.6604146041,543308.9651299356
99,2014-11-10,543302.7932552729,-422809.09020755277,-326476.8098693152,543181.6588756616,543461.0499071233
100,2014-11-11,543452.1911498746,-440458.1664641445,-343529.4165025196,543323.623689204,543613.1349593565
101,2014-11-12,543601.5890444763,-438377.75338910817,-341440.3267049876,543465.2542114147,543769.7575888908
102,2014-11-13,543750.9869390781,-422171.4847955446,-326763.98185013904,543605.176552975,543922.3760853505
103,2014-11-14,543900.3848336799,-392625.6066833473,-297872.7531673815,543745.162779487,544074.9098839632
104,2014-11-15,544049.7827282816,-349283.3876431884,-256660.9948823927,543887.8450158329,544227.4436825758
105,2014-11-16,544199.1806228833,-299736.5706621522,-206943.37470327076,544034.4849396147,544379.9774811884
106,2014-11-17,544348.578517485,-238626.87448694272,-140954.66385346148,544172.8842890473,544540.0150095198
107,2014-11-18,544497.9764120867,-168265.1287200238,-78401.38783041635,544318.284758789,544691.9852904775
108,2014-11-19,544647.3743066884,-99578.97839489936,-5403.701506866851,544462.2676442233,544843.9555714354
109,2014-11-20,544796.7722012901,-24473.72040214426,67556.51652174498,544601.2576062666,544997.6446783552
110,2014-11-21,544946.1700958919,45586.871134497356,139850.7101127491,544738.2189513259,545155.5017654215
