,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
175,2014-07-31,348695.1946566941,266265.4961625205,432823.7398454161,348695.1946566941,348695.1946566941
176,2014-12-31,345582.2992085306,254428.17191898046,426377.90410237486,345582.2992085306,345582.2992085306
177,2015-03-31,343751.1842390226,252649.39954473486,417338.510257841,343751.1842390226,343751.1842390226
178,2015-04-30,343140.81258252,270357.755842229,433757.7657326445,343140.81258251995,343140.81258251995
179,2015-06-30,341899.7235476313,261888.03449469653,425065.3681063778,341899.7235476313,341899.7235476313
180,2015-07-31,341269.0061692452,265671.98975209537,427998.4873488418,341269.0061692452,341269.0061692452
181,2015-10-31,339397.19975597045,264876.8614992487,431551.92937976413,339397.1997559705,339397.1997559705
182,2015-12-31,338156.1107210818,255123.68125905262,423492.5002658566,338156.1107210818,338156.1107210818
183,2016-04-30,335694.27837318776,281662.36176143703,441473.5577015021,335694.27837318776,335694.27837318776
184,2016-05-31,335063.56099480175,258918.05631710135,427762.0258828688,335063.56099480175,335063.56099480175
185,2016-06-30,334453.1893382991,236809.82386909993,412950.0242894439,334453.1893382991,334453.1893382991
186,2016-07-01,334432.84361641563,227626.60830366626,397182.76790330827,334432.84361641563,334432.84361641563
187,2016-07-02,334412.4978945323,216382.60919371076,390001.6887934532,334412.4978945323,334412.4978945323
188,2016-07-03,334392.1521726489,224150.2001096951,379338.0472475682,334392.1521726488,334392.1521726488
189,2016-07-04,334371.80645076535,215002.83183118986,382397.3030265247,334371.80645076535,334371.80645076535
190,2016-07-05,334351.460728882,213397.49300073387,379744.94664132124,334351.460728882,334351.460728882
191,2016-07-06,334331.1150069986,215264.55611034285,384562.0860996676,334331.1150069986,334331.1150069986
192,2016-07-07,334310.7692851151,226368.73960935505,388816.2669501708,334310.7692851151,334310.7692851151
193,2016-07-08,334290.4235632317,239140.84279456362,402817.4680616605,334290.4235632317,334290.4235632317
194,2016-07-09,334270.0778413483,241433.7954621781,412975.87345785357,334270.0778413483,334270.0778413483
195,2016-07-10,334249.73211946484,260962.51937805925,422756.444880539,334249.7321194649,334249.7321194649
196,2016-07-11,334229.38639758143,273330.4680642702,434577.5689422272,334229.38639758143,334229.38639758143
197,2016-07-12,334209.040675698,282937.45736167853,443004.30950558116,334209.040675698,334209.040675698
198,2016-07-13,334188.69495381456,296624.4074297784,460838.66128506046,334188.69495381456,334188.69495381456
199,2016-07-14,334168.34923193115,308164.5960893058,472399.26552899176,334168.34923193115,334168.34923193115
200,2016-07-15,334148.00351004774,323014.04941995157,487246.8369722999,334148.00351004774,334148.00351004774
201,2016-07-16,334127.6577881643,330223.66718792485,496997.6076779566,334127.6577881643,334127.6577881643
202,2016-07-17,334107.3120662809,342127.57705675985,508236.3297627177,334107.3120662809,334107.3120662809
203,2016-07-18,334086.9663443975,348488.4085553802,520909.41801118,334086.9663443975,334086.9663443975
204,2016-07-19,334066.6206225141,355868.551474669,516395.9712473631,334066.6206225141,334066.6206225141
205,2016-07-20,334046.2749006307,360577.3349673356,519657.57112016913,334046.2749006307,334046.2749006307
206,2016-07-21,334025.92917874723,361918.32736721827,524445.6675786885,334025.92917874723,334025.92917874723
207,2016-07-22,334005.5834568638,360102.39244086685,524249.6567988249,334005.5834568638,334005.5834568638
208,2016-07-23,333985.2377349804,346887.2819711542,522276.71058910317,333985.2377349804,333985.2377349804
209,2016-07-24,333964.892013097,345550.1425759117,511359.4944275235,333964.892013097,333964.892013097
210,2016-07-25,333944.54629121354,328734.10767015803,504479.850042913,333944.5462912135,333944.5462912135
211,2016-07-26,333924.20056933013,322952.1832845774,489952.9813761026,333924.20056933013,333924.20056933013
212,2016-07-27,333903.8548474467,310431.00012424315,484777.3520836069,333903.8548474467,333903.8548474467
213,2016-07-28,333883.50912556326,296442.3337761278,458662.5717271866,333883.50912556326,333883.50912556326
214,2016-07-29,333863.16340367985,281424.10609640885,445370.3815593167,333863.16340367985,333863.16340367985
215,2016-07-30,333842.81768179644,259485.66576733103,430253.7823822311,333842.81768179644,333842.81768179644
216,2016-07-31,333822.471959913,236836.24704285062,410072.53576690855,333822.471959913,333822.471959913
217,2016-08-01,333802.12623802957,228026.67461461178,387857.80957969435,333802.12623802957,333802.12623802957
218,2016-08-02,333781.78051614616,209717.09978552777,375235.22177162784,333781.7805161462,333781.7805161462
219,2016-08-03,333761.43479426275,191045.82028882505,358539.14433635556,333761.43479426275,333761.43479426275
220,2016-08-04,333741.08907237934,175362.62885972034,335875.4966633963,333741.08907237934,333741.08907237934
221,2016-08-05,333720.74335049593,163381.81933726245,331269.7018995449,333720.74335049593,333720.74335049593
