,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
211,2014-06-30,440301.627379776,120178.98820206763,736790.8484357202,440301.627379776,440301.627379776
212,2014-07-31,440042.00689164153,107758.98853845558,722907.8706942311,440042.00689164153,440042.00689164153
213,2014-08-31,439782.3864035071,114064.84507464917,715727.8550813284,439782.3864035071,439782.3864035071
214,2014-09-30,439531.14076982846,114180.80511919296,731874.7882383036,439531.14076982846,439531.14076982846
215,2014-10-31,439271.520281694,287929.83195502893,856119.5109996162,439271.520281694,439271.520281694
216,2014-11-30,439020.2746480155,229974.52349822826,797264.4318597853,439020.2746480155,439020.2746480155
217,2014-12-31,438760.65415988106,162454.32872259873,748409.9986333556,438760.65415988106,438760.65415988106
218,2015-01-31,438501.0336717466,114457.02562430273,692973.4304056264,438501.0336717466,438501.0336717466
219,2015-03-31,438006.91725884547,110702.90025864165,707047.8232077317,438006.91725884547,438006.91725884547
220,2015-04-30,437755.67162516696,100922.0681648522,722458.5567094013,437755.67162516696,437755.67162516696
221,2015-05-31,437496.0511370325,103324.28483822246,739691.4517097863,437496.0511370325,437496.0511370325
222,2015-06-30,437244.8055033539,104674.28925079298,724598.5982282547,437244.8055033539,437244.8055033539
223,2015-07-31,436985.18501521944,81549.12897787908,715505.6484471848,436985.18501521944,436985.18501521944
224,2015-08-31,436725.564527085,90215.99502273017,705619.9862329536,436725.564527085,436725.564527085
225,2015-09-30,436474.3188934064,98707.59166709999,712189.7034644604,436474.3188934064,436474.3188934064
226,2015-10-31,436214.698405272,239305.0162661129,857222.9373362539,436214.698405272,436214.698405272
227,2015-11-30,435963.4527715934,230286.7478251083,811734.4259916247,435963.4527715934,435963.4527715934
228,2015-12-31,435703.8322834589,157743.99728804166,744078.8176309728,435703.8322834589,435703.8322834589
229,2016-01-31,435444.21179532446,92633.07296111739,709068.9840867681,435444.21179532446,435444.21179532446
230,2016-02-29,435201.3410161019,112148.11740136932,690452.9197202724,435201.3410161019,435201.3410161019
231,2016-03-31,434941.72052796744,126735.88937861413,701865.4381115614,434941.72052796744,434941.72052796744
232,2016-04-30,434690.4748942889,102672.43970062664,719325.8841219367,434690.4748942889,434690.4748942889
233,2016-05-31,434430.85440615437,121276.01946361743,716127.3214979804,434430.85440615437,434430.85440615437
234,2016-06-30,434179.60877247585,105041.46057813308,682342.5712389724,434179.60877247585,434179.60877247585
235,2016-07-01,434171.2339180199,127336.63273282557,740575.4762866866,434171.2339180199,434171.2339180199
236,2016-07-02,434162.859063564,114027.61061894087,728714.946667554,434162.859063564,434162.859063564
237,2016-07-03,434154.48420910805,135120.19319528737,742141.3727468967,434154.48420910805,434154.48420910805
238,2016-07-04,434146.10935465206,137479.7511944551,732755.6001626872,434146.10935465206,434146.10935465206
239,2016-07-05,434137.7345001961,146925.01131756147,762967.7772763356,434137.7345001961,434137.7345001961
240,2016-07-06,434129.3596457401,158179.03579007924,746283.1791551097,434129.3596457401,434129.3596457401
241,2016-07-07,434120.9847912842,169107.85352580246,745828.052338365,434120.9847912842,434120.9847912842
242,2016-07-08,434112.60993682826,170010.332062481,771567.640666444,434112.60993682826,434112.60993682826
243,2016-07-09,434104.2350823723,147340.15386797138,778933.6616568114,434104.2350823723,434104.2350823723
244,2016-07-10,434095.86022791633,189876.3640066791,779950.542439158,434095.86022791633,434095.86022791633
245,2016-07-11,434087.4853734604,206190.8915315488,789661.3401032601,434087.4853734604,434087.4853734604
246,2016-07-12,434079.11051900446,193729.9280858863,799426.2556424548,434079.11051900446,434079.11051900446
247,2016-07-13,434070.73566454847,186390.22758060182,793215.2360255923,434070.73566454847,434070.73566454847
248,2016-07-14,434062.36081009253,198235.88528630853,795331.8239824963,434062.36081009253,434062.36081009253
249,2016-07-15,434053.9859556366,207725.9695361313,790298.3802138339,434053.9859556366,434053.9859556366
250,2016-07-16,434045.61110118066,197211.35304674896,793859.0926571786,434045.61110118066,434045.61110118066
251,2016-07-17,434037.2362467247,208688.23728500144,786406.3374174557,434037.2362467247,434037.2362467247
252,2016-07-18,434028.86139226874,210944.8868621495,798521.2676544385,434028.86139226874,434028.86139226874
253,2016-07-19,434020.4865378128,212449.80292537,775256.5522293278,434020.4865378128,434020.4865378128
254,2016-07-20,434012.1116833568,207125.97669910503,792783.6345121147,434012.1116833568,434012.1116833568
255,2016-07-21,434003.7368289009,173926.67839139618,778202.1799003339,434003.7368289009,434003.7368289009
256,2016-07-22,433995.36197444494,184208.08411058472,761446.245918846,433995.36197444494,433995.36197444494
257,2016-07-23,433986.98711998906,176195.54995240437,744878.7079439193,433986.98711998906,433986.98711998906
258,2016-07-24,433978.612265533,150459.2029919752,745345.6369697982,433978.612265533,433978.612265533
259,2016-07-25,433970.23741107713,139950.03898826128,766750.4218401184,433970.23741107713,433970.23741107713
260,2016-07-26,433961.8625566212,130073.68924042229,748092.9741239494,433961.8625566212,433961.8625566212
261,2016-07-27,433953.48770216515,123756.89545022298,726450.3900644977,433953.48770216515,433953.48770216515
262,2016-07-28,433945.1128477093,137570.27510809168,738930.4199487881,433945.1128477093,433945.1128477093
263,2016-07-29,433936.73799325334,130751.05942758666,715525.4937747081,433936.73799325334,433936.73799325334
264,2016-07-30,433928.3631387973,112644.49429252981,709528.8083167854,433928.3631387973,433928.3631387973
265,2016-07-31,433919.9882843414,97417.92645062399,722801.6952889643,433919.9882843414,433919.9882843414
266,2016-08-01,433911.6134298855,99005.04085596073,697864.3801233335,433911.6134298855,433911.6134298855
267,2016-08-02,433903.2385754294,112277.4609652928,678982.386692504,433903.2385754294,433903.2385754294
268,2016-08-03,433894.86372097355,129939.18940075417,709630.7377148854,433894.86372097355,433894.86372097355
269,2016-08-04,433886.4888665176,110598.91196049035,708833.2066471361,433886.4888665176,433886.4888665176
270,2016-08-05,433878.1140120617,111066.89641106124,727818.0103699841,433878.1140120617,433878.1140120617
271,2016-08-06,433869.7391576057,106556.26916917751,733159.3862634004,433869.7391576057,433869.7391576057
272,2016-08-07,433861.36430314975,123248.20173699559,735074.2154090028,433861.36430314975,433861.36430314975
273,2016-08-08,433852.9894486938,136636.54197206983,714509.6441800753,433852.9894486938,433852.9894486938
274,2016-08-09,433844.6145942378,137111.55023701006,735031.5178546334,433844.6145942378,433844.6145942378
275,2016-08-10,433836.2397397819,148763.81617637398,727610.6231117182,433836.2397397819,433836.2397397819
276,2016-08-11,433827.86488532595,136075.19185241323,738059.2368757958,433827.86488532595,433827.86488532595
277,2016-08-12,433819.49003087,155255.56967010128,751280.9946096775,433819.49003087,433819.49003087
278,2016-08-13,433811.115176414,166141.58798775956,749437.7302367857,433811.115176414,433811.115176414
279,2016-08-14,433802.7403219581,184361.48867754647,758138.7475506673,433802.7403219581,433802.7403219581
280,2016-08-15,433794.36546750215,200064.6036944486,772267.5577343303,433794.36546750215,433794.36546750215
281,2016-08-16,433785.99061304616,162160.2835857332,767345.8926397801,433785.99061304616,433785.99061304616
282,2016-08-17,433777.6157585902,179612.50286214313,754572.9018503691,433777.6157585902,433777.6157585902
283,2016-08-18,433769.2409041343,169031.14308559318,794104.4122620001,433769.2409041343,433769.2409041343
284,2016-08-19,433760.8660496783,180342.48794751978,792808.2035894359,433760.8660496783,433760.8660496783
285,2016-08-20,433752.49119522236,189814.50462253432,797169.7253007365,433752.49119522236,433752.49119522236
286,2016-08-21,433744.1163407664,198598.40973726346,779216.6031206967,433744.1163407664,433744.1163407664
287,2016-08-22,433735.74148631043,164727.27419425477,762353.766831526,433735.74148631043,433735.74148631043
288,2016-08-23,433727.3666318545,161104.14707317506,788345.8694281813,433727.3666318545,433727.3666318545
289,2016-08-24,433718.99177739857,172015.80901105952,747716.2373762124,433718.99177739857,433718.99177739857
290,2016-08-25,433710.61692294263,139859.76245143762,758781.9420396849,433710.6169229426,433710.6169229426
291,2016-08-26,433702.24206848664,136856.2358086143,746354.1125452408,433702.24206848664,433702.24206848664
292,2016-08-27,433693.8672140307,137832.68428676904,741654.4747438912,433693.8672140307,433693.8672140307
293,2016-08-28,433685.49235957477,115611.12665669316,721531.6930255904,433685.49235957477,433685.49235957477
294,2016-08-29,433677.1175051188,133576.3417599425,701995.5986633908,433677.1175051188,433677.1175051188
295,2016-08-30,433668.74265066284,135678.29396925028,701815.2234368634,433668.74265066284,433668.74265066284
296,2016-08-31,433660.3677962069,94245.80360659475,693869.6693657708,433660.36779620696,433660.36779620696
297,2016-09-01,433651.992941751,100051.84688217143,688899.553507712,433651.992941751,433651.992941751
298,2016-09-02,433643.618087295,102398.33014143392,690390.5661208361,433643.618087295,433643.618087295
299,2016-09-03,433635.24323283904,101792.76914251293,687245.8710364873,433635.24323283904,433635.24323283904
300,2016-09-04,433626.86837838317,91533.4029295359,686721.4588150225,433626.86837838317,433626.86837838317
301,2016-09-05,433618.4935239271,77879.12747274303,662427.9717040836,433618.4935239271,433618.4935239271
